m/z,rt,row ID,GRAPE-221775.mzML Peak area,GRAPE-221831.mzML Peak area,QC_001.mzML Peak area,QC_002.mzML Peak area,GRAPE-221800.mzML Peak area,GRAPE-221789.mzML Peak area,GRAPE-221870.mzML Peak area,GRAPE-221784.mzML Peak area,QC_004.mzML Peak area,QC_003.mzML Peak area,GRAPE-221776.mzML Peak area,GRAPE-221873.mzML Peak area,QC_005.mzML Peak area,GRAPE-221871.mzML Peak area,GRAPE-221872.mzML Peak area,GRAPE-221875.mzML Peak area,GRAPE-221834.mzML Peak area,GRAPE-221844.mzML Peak area,GRAPE-221833.mzML Peak area,GRAPE-221845.mzML Peak area,GRAPE-221837.mzML Peak area,GRAPE-221838.mzML Peak area,GRAPE-221848.mzML Peak area,GRAPE-221836.mzML Peak area,GRAPE-221856.mzML Peak area,GRAPE-221835.mzML Peak area,GRAPE-221849.mzML Peak area,GRAPE-221846.mzML Peak area,GRAPE-221857.mzML Peak area,GRAPE-221847.mzML Peak area,GRAPE-221832.mzML Peak area,GRAPE-221843.mzML Peak area,GRAPE-221868.mzML Peak area,GRAPE-221859.mzML Peak area,GRAPE-221850.mzML Peak area,GRAPE-221860.mzML Peak area,GRAPE-221858.mzML Peak area,GRAPE-221869.mzML Peak area
464.0904407,22.113594,feature_2994,63387.336,68630.01,85153.19,106053.445,116948.055,105722.02,120926.195,148067.34,129018.516,117338.11,38741.48,135745.3,131407.64,104152.22,116527.91,121841.51,96169.9,90664.93,146902.78,172978.52,92174.33,92348.2,63631.8,88575.45,129606.445,99001.086,78624.78,165354.38,121854.74,202822.34,166512.42,228137.22,132737.34,83855.46,108511.68,177694.98,129065.914,114570.86
927.1782952,22.113651,feature_2995,0,2044.4934,0,4830.6865,0,4709.6997,5975.1685,10061.498,5829.0503,5274.2773,0,6239.361,6874.0605,5172.537,4965.536,5191.9834,3786.2356,3520.392,9944.27,14581.843,4245.034,3496.4863,0,0,5397.076,4431.758,0,11016.861,7255.4146,19791.182,10872.626,27278.398,6530.6724,0,0,13269.548,7697.787,5281.4277
578.0827363,22.114449,feature_3002,0,0,0,0,4417.2427,0,4861.1533,5945.6875,4946.2354,3984.941,0,0,5297.842,3745.8728,4448.934,4418.549,3515.3008,0,5271.053,5912.16,0,3341.2515,0,2949.6968,5128.0957,4056.913,0,6179.884,4287.3584,7117.83,6073.709,6753.4697,5136.639,0,4066.3726,6303.8535,5210.5527,0
489.0836303,22.1154,feature_3005,0,0,0,2813.315,0,0,3227.4434,4065.7622,4041.9463,3219.5881,0,0,4101.0015,2431.6357,0,3402.5327,0,0,3731.7932,4360.9453,0,0,0,0,0,0,0,4382.5713,0,5813.417,4303.11,5285.099,0,0,0,0,4055.1155,0
228.0741059,22.266497,feature_3050,7118.413,8505.25,27509.953,32797.684,11928.768,0,18408.54,0,37640.918,35554.72,68240.32,19847.39,38936.31,45193.914,41537.867,37006.2,12516.416,36003.203,3626.027,7416.3105,25183.97,11647.182,20816.434,38752.24,32109.123,3831.6719,66645.06,11344.441,22006.492,25794.426,18648.602,86776.305,33482.82,14106.66,50763.137,0,24925.201,47540.086
227.0708279,22.26741,feature_3052,65366.65,79280.18,231290.5,257358.16,107545.71,24420.256,155708.39,12988.713,286749.78,277642.5,460713.16,163040.56,299407.4,330946.28,316253.4,289149.3,109537.18,278455.7,40031.742,72866.8,202578.84,109347.56,171681.6,303089.22,248339.45,39573.38,510017.5,104772.46,174884.81,213944.95,150589.31,647396.2,255934.5,119867.195,381646.25,0,202839.56,363466.62
405.1547813,22.379564,feature_3078,0,0,0,0,0,0,4113.1636,0,2234.6692,2069.3103,8659.362,0,0,8241.328,4604.074,7658.818,0,3257.818,0,0,0,6488.138,0,0,0,0,6784.237,0,0,2622.8818,3033.414,5980.5923,0,0,4629.836,0,0,3503.2056
435.1076956,22.47549,feature_3099,0,0,0,4914.953,3248.0552,4016.5828,6533.301,9747.25,5192.9604,4790.6562,17408.432,4817.732,5894.541,15038.738,4790.173,10486.097,0,0,0,5261.297,11019.84,0,0,3264.8555,4449.2817,8283.384,8522.944,5344.456,0,4978.5776,0,8843.058,0,3348.953,7609.9946,0,2754.184,6022.6064
481.1130681,22.476406,feature_3102,0,0,0,0,0,3366.2524,0,8605.602,4317.3013,4200.6094,15983.406,4075.603,5059.794,13587.904,3730.9395,8613.11,0,0,0,0,9363.152,0,0,0,4119.7646,6136.0024,7631.8955,4627.8345,6153.953,3750.9714,0,7360.6455,0,0,5502.865,0,2004.5436,4923.384
434.1164092,22.590168,feature_3136,18882.951,27291.418,18548.604,20940.11,31652.85,27657.484,23226.793,32836.473,25486.459,23187.787,14219.497,37768.66,27861.914,17364.805,21684.375,19537.877,26430.598,19176.477,33121.117,33627.465,20371.95,22800.803,19966.3,20494.773,23559.312,23271.09,16499.764,39620.51,19758.508,35930.273,29661.008,32797.64,40997.844,15328.213,16873.377,0,25905.23,13378.659
433.1132011,22.590393,feature_3138,107047.336,138283.86,96149.62,106245.484,160517.69,138034,112996.24,176549.58,122174.95,112022.74,78937.67,176228.17,135686.23,91399.49,108257.41,96249.46,124687.125,100745.41,162606.89,167082.88,103635.4,113011.94,101254.47,101495.516,115006.97,117355.805,82722.32,186364.12,110905.86,171223.34,148844.64,152327.17,185493.62,83375.18,85133.664,10122.222,127907.53,72825.64
427.0966813,22.597872,feature_3151,0,0,0,0,0,0,0,0,2651.8708,2449.6194,2495.3115,0,0,3885.8896,0,0,0,0,0,4591.9717,5245.8184,0,0,0,0,0,4226.7095,5264.0435,0,9885.274,0,10006.33,0,0,3128.667,0,12379.213,6258.135
449.1081505,22.604305,feature_3161,7041.2217,10026.305,11929.13,12947.594,17817.498,10190.818,21662,12833.395,16717.523,14400.316,26034.361,17785.62,17307.902,22993.055,18136.996,23401.273,7997.352,15681.081,13097.563,14546.652,17206.596,26760.74,10125.494,12740.719,15314.947,14236.055,18794.469,15763.044,22648.158,13305.525,10438.385,26790.992,21851.473,12633.281,17019.955,0,9724.651,17631.348
515.1333684,22.647985,feature_3174,0,3234.3127,10747.075,13647.587,14113.97,0,12659.086,1849.0292,17994.879,15605.168,52784.92,17978.275,17242.562,28327.877,26840.564,31504.096,9455.511,16783.686,3660.2268,4666.25,10835.768,8435.14,13666.24,36068.297,31216.436,0,26933.787,13809.395,29287.71,18561.938,13468.691,52665.125,21706.85,12711.4,35336.03,0,17728.715,23245.895
447.0924623,22.656437,feature_3179,16896.223,9790.215,23294.943,26935.496,43529.02,42275.88,39877,46259.89,35653.758,30850.814,5644.9824,42849.098,35130.56,25422.777,26230.305,30272.232,20134.033,19078.383,45512.207,47320.848,12712.637,19449.408,11024.155,18716.895,30099.56,16299.654,0,44212,35935.934,55869.55,41777.3,59048.496,42785.594,19039.096,23597.244,59595.055,26238.174,17315.688
447.092531,22.780468,feature_3217,21333.938,27392.277,24563.04,25042.984,40299.734,28665.494,34375.08,62219.918,32083.586,31790.7,11125.06,50805.625,32270.492,18644.81,21517.146,23937.625,31802.188,20952.295,37750.125,43277.89,24510.43,20181.734,16660.447,19425.617,30275.377,27552.309,16998.975,47544.582,27291.836,55326.395,43127.87,52793.867,48715.742,20338.037,18159.68,0,34362.02,21431.598
448.095757,22.848946,feature_3235,16770.201,11324.332,25703.469,27020.176,39848.016,39137.543,42308.473,46587.234,34748.61,32934.32,5572.6426,44203.664,35022.227,25897.223,27902.24,29464.107,22449.217,19464.57,46156.906,48579,11471.015,23946.523,11953.39,20860.832,31485.625,16843.947,13006.878,49784.06,41179.824,56587.523,43588.926,59035.707,44655.453,21188.283,24416.395,52897.37,33351.652,18290.662
447.09253,22.849188,feature_3236,92143.26,60615.887,135998.4,142070.12,204964.69,202145.83,214748.62,231707.3,176660.23,163036.97,31340.51,218840.5,182012.4,130068.77,143934.1,152444.97,124156.586,104974.48,237955.6,246481.69,68112.96,129743.08,67737.62,112273.45,166186.94,93383.49,74550.92,248566.95,207391.9,273866.94,231637,288601.44,222850.52,115844.6,139969.19,267087,170767.3,101943.99
449.0977799,22.849655,feature_3237,0,0,3103.1523,0,5483.705,5240.91,5823.1035,6112.655,4461.675,4203.2246,0,5511.408,4523.3994,2939.945,3523.895,3748.48,0,0,6120.034,6367.7417,0,0,0,2235.6394,0,0,0,6005.1035,5649.995,7589.3765,6022.539,7393.087,5585.815,0,0,6601.755,4332.493,0
263.1285741,23.396803,feature_3381,0,6688.4106,0,5636.4326,8185.3086,10581.322,6097.359,10226.8955,6433.7866,6413.2603,0,5077.5522,8267.47,3379.6572,4387.599,5465.341,3125.4807,0,5330.632,0,4783.2246,2875.6108,0,0,4896.0537,0,0,0,4942.383,8425.264,0,5344.813,5991.404,6030.518,3520.6328,53721.383,0,4043.205
152.034083,23.514088,feature_3402,11965.516,17308.922,12688.356,13637.46,17554.588,12957.21,9519.605,25934.418,14989.024,14867.763,24303.98,11480.563,15007.939,21036.986,17065.523,22847.088,9251.04,14532.827,7614.776,11641.008,14261.868,28644.44,13791.466,13510.834,9211.011,14507.324,15805.187,17463.113,17014.049,12712.748,11029.384,17933.902,11760.966,12019.643,15378.328,0,11254.619,13697.929
315.0507648,23.568317,feature_3412,36850.15,55388.074,51594.336,53280.035,98818.016,30470.559,53394.996,38330.152,60968.758,59027.457,108161.01,75862.27,64672.92,74641.52,70424.75,98074.61,24814.754,62431.72,25778.312,0,33358.223,70592.26,59278.688,51863.133,51952.934,48538.73,84220.59,26231.305,71046.375,49766.777,56208.887,110318.66,76750.72,81107,59317.98,49886.08,24352.814,89370.234
477.233136,23.771547,feature_3441,0,0,0,0,0,0,6099.8066,0,4620.421,4095.0972,7901.4385,5446.794,4530.848,9105.378,6497.6226,7337.049,3212.31,5429.418,0,0,3977.8398,5978.583,7009.4243,9419.388,6427.2363,0,8163.123,4015.2002,4797.254,3080.401,4000.647,12607.706,5701.3184,4681.185,8957.46,0,2943.9573,6284.12
272.0642678,23.856777,feature_3451,4625.6064,0,0,5151.5195,10958.299,0,9847.777,5195.543,5854.567,5080.8564,16815.246,3943.8127,5695.503,16569.541,8303.335,10382.324,0,8151.752,3432.1113,0,4892.4756,9521.731,4936.191,9745.091,7709.9785,0,10122.543,6504.2314,6754.09,8633.667,5564.5444,11805.929,5833.5137,4456.1895,9482.068,0,4868.8325,4930.0225
271.0610043,23.858746,feature_3453,45877.008,14645.704,41398.926,44891.254,83358.31,19655.734,90127.4,44409.168,56871.137,52423.348,124694.18,35470.695,56249.15,128605.67,76502.24,90578.91,27582.969,75190.66,33369.195,40152.543,51877.203,92603.66,47201.574,85459.695,69412.01,16521.146,87364.21,66935.14,57015.55,74529.86,53309.824,106967.43,50121.793,45292.586,82902.3,0,48441.355,52055.23
269.1755355,24.775064,feature_3601,3130.596,0,4723.993,5178.504,4279.619,0,4299.883,0,6088.6084,0,14332.254,7195.937,5515.8306,11869.261,7127.583,6709.779,0,4724.81,0,0,0,7004.5073,10451.139,10741.807,7603.9404,0,9125.296,9898.036,5142.3267,2750.2405,3804.9827,13966.479,7765.812,4362.7734,10417.667,0,3934.1694,5919.2124
328.220608,25.063059,feature_3658,6404.658,9041.235,11624.335,11900.86,13142.762,16123.154,8204.779,13539.86,11995.6875,14422.797,4935.534,17443.482,12208.862,15325.281,14277.455,17250.893,24277.324,18600.514,38008.742,17216.207,13806.67,10683.01,8268.452,10912.188,12050.97,11587.423,5902.929,34153.27,6433.5317,14059.258,12319.4795,19232.492,15805.755,17859.69,5605.7876,5954.3013,16794,5291.196
329.2328882,25.38354,feature_3753,42398.996,63401.79,46564.914,52036.516,61207.203,67529.41,31346.203,67377.22,68397.06,55342.473,28232.135,81882.805,66733.99,58327.645,58817.375,67639.41,83466.37,74476.71,161448.14,45417.63,70031.3,38669.37,35308.05,42416.074,49637.293,53848.754,39152.14,132750.89,43880.664,58202.15,46696.258,74466.15,64306.223,78672.695,29516.012,35305.457,60433.86,41748.973
294.1786812,25.834297,feature_3900,6087.002,5680.908,6425.76,6516.601,6667.45,5628.5894,8823.8,6092.01,8829.816,6709.423,6656.9536,8833.26,8354.367,6406.7935,8659.259,8808.47,6685.065,8408.57,6454.922,6639.2715,7454.9873,7659.4844,7909.3076,9875.226,7397.1733,8062.349,8523.23,8236.571,6750.169,7465.0176,6311.5996,6814.8296,7346.635,6769.6357,7910.8486,7911.3896,8229.945,7578.6265
361.1627113,25.834723,feature_3904,6831.656,6189.0796,7122.4995,6961.963,7279.8755,7125.502,9792.845,6686.445,9557.037,8042.9946,6973.331,10535.217,9563.896,6826.912,9719.269,9036.48,8260.848,9229.919,7199.095,7990.464,8251.311,8304.124,0,10028.933,8163.6084,9343.475,9390.786,9311.248,6624.103,8379.013,7988.299,7602.8584,9359.482,8509.45,8665.38,9103.993,8290.578,8323.309
293.1755207,25.835268,feature_3905,41184.266,43874.53,44957.863,46638.547,44567.03,43100.887,61366.44,46285.203,56091.074,52772.168,44867.28,60786.438,57321.906,46835.89,61100.38,57750.453,48546.137,54926.086,47713.52,51057.996,52932.14,52834.25,54369.652,66286.66,51731.797,57664.035,57848.97,59136.574,43607.535,55333.21,49556.535,51940.207,54855.305,50019.55,57617.92,54543.184,53774.652,52117.426
243.1596169,25.956762,feature_3936,5279.0205,5388.773,5498.5054,5810.3335,0,5636.0938,8506.365,5322.875,7649.419,7158.9478,5597.588,7689.2803,8573.314,5277.9277,8381.772,9009.558,5649.018,5904.7075,5207.7637,7012.909,5941.661,6161.376,7669.268,5745.135,6348.7812,6486.7856,7045.585,6787.728,5270.1963,6983.6206,5568.333,6535.994,6147.7754,6558.2124,7054.07,7232.426,7197.6475,7708.2275
140.9925208,26.154243,feature_4009,8369.333,3539.9785,0,14560.583,0,0,0,0,0,0,0,14667.313,11228.256,17050.184,29724.566,29598.469,8970.218,23970.352,5478.37,13807.998,0,10204.065,28714.857,0,19339.924,3928.0308,13099.254,10837.869,0,0,0,9300.216,7112.185,10031.54,12459.512,9156.721,3541.2039,0
326.9029622,26.263123,feature_4051,0,0,0,0,0,0,0,0,11164.039,0,0,13375.139,12823.872,0,10988.485,12315.66,4464.7974,0,0,4632.745,0,0,4082.8784,0,0,13201.518,15752.553,4167.1084,0,3674.872,0,0,0,3242.649,12291.028,2603.3398,0,0
360.2749235,26.853256,feature_4398,16059.412,9266.263,23189.541,21186.057,13743.1875,21660.926,16363.633,8811.774,22805.01,21226.203,21691.031,19716.945,24275.574,23086.395,13747.853,17862.844,10511.596,14294.8955,11586.194,11426.779,13117.018,13739.861,15750.641,22129.082,17280.676,8405.62,16696.283,12920.71,13092.95,10182.889,11867.818,21408.562,17682.574,15019.747,20897.7,17425.834,11802.711,21499.07
333.134867,26.998522,feature_4495,0,0,0,2363.9375,0,0,0,0,0,2295.1094,0,0,2450.059,0,0,2100.0864,0,0,3407.173,3122.069,0,0,0,0,0,0,0,3239.8877,0,0,0,1936.7183,0,3497.8657,0,0,3806.9763,1977.2092
363.2146757,27.500154,feature_4831,20512.254,18300.082,19215.62,19710.791,31364.61,12248.521,14230.741,7931.34,22370.91,21111.227,63250.67,32491.795,23867.756,35828.164,13067.62,24606.19,10563.256,19998.041,11250.074,5218.2495,14859.003,30594.213,24270.736,36146.402,25112.129,0,25174.213,15189.65,37033.082,15518.507,15858.075,28905.746,31439.104,27286.814,33360.67,41421.46,9686.204,30721.648
431.2015974,27.502125,feature_4835,7928.874,6975.763,6994.336,8129.259,12203.011,4775.8887,0,0,9404.087,8390.918,22057.139,14032.155,9649.043,11712.108,0,9592.571,0,7993.3916,5010.514,0,5711.3613,12199.978,10154.682,14350.101,10662.92,0,9727.467,6621.111,13812.408,6509.757,6549.05,11968.642,13107.958,10200.578,12501.436,15791.456,0,11987.201
119.0313944,27.553059,feature_4866,0,0,0,0,44775.95,0,0,0,99218.88,0,0,0,86180.68,0,35186.32,91172.266,0,0,72961.17,0,0,104473.164,0,150057.42,0,112221.766,104730.445,86591.88,19873.74,12863.079,0,0,0,0,0,0,0,204982.27
431.2193841,27.85023,feature_5041,287118.94,62490.79,120142.41,162423.3,107470.055,93399.67,176783.72,135343.53,198750.27,177283.73,592510.44,927145.3,202700.34,908904.5,145815.67,463926.75,138468.16,128423.516,88331.055,107012.46,183791.92,672382.94,426918,736748.94,689187.3,109891.36,346354.5,183961.88,860495.1,208229.02,253597.33,588848.5,809963.2,138242.05,874433.25,187898.97,196982.67,668849.94
499.2065989,27.850702,feature_5043,36977.418,10399.568,19260.768,24085.67,16085.211,14412.371,28452.719,18529.037,30010.406,27866.96,75680.84,129466.38,32299.346,103812.03,22833.758,68071.8,20906.951,18616.879,12920.832,17273.178,25578.877,91838.99,64142.34,104529.695,90582.12,17564.545,53040.707,29120.371,111855.82,30609.629,38952.977,80633.164,115859.05,21397.875,115767.49,28469.514,30348.062,91723.84
567.1930967,27.850933,feature_5044,14818.173,4503.6035,10187.445,12631.176,7318.141,6511.0215,14111.126,7475.17,13177.537,13333.517,33149.25,55803.37,14691.035,40024.438,11419.877,30147.64,9985.714,8543.81,5971.9814,8112.998,12994.574,39758.406,30632.328,49191.18,38887.652,8822.188,23735.496,15354.917,45127.45,15995.008,18418.018,35629.8,50497.766,10515.593,49741.34,14919.781,13204.576,39514.68
529.3335572,27.974096,feature_5151,17715.562,0,0,0,0,0,6577.492,0,19235.414,16300.773,14367.654,5838.648,0,12052.477,23504.332,11316.729,37957.258,0,23834.736,17065.037,8763.13,30829.803,0,16230.622,25686.451,4470.525,16547.004,40358.125,16433.06,0,4752.705,14751.571,8069.775,56067.137,24234.898,13901.681,24508.596,17324.709
359.1867307,28.294,feature_5378,3823.6833,4937.5034,0,5784.2295,5420.473,5342.323,7752.1753,5753.7144,7546.9014,6962.1895,0,7048.3555,7451.333,4245.8804,7658.7993,8288.053,5820.3105,7227.974,5243.5825,6644.559,6632.0835,6390.7734,7196.25,6836.785,6801.2583,7048.882,7409.09,7544.797,4094.2385,6389.13,7112.4785,6450.5063,7603.6724,6790.0347,6974.056,7335.7744,7222.243,7665.539
292.202934,28.525314,feature_5538,3280.009,0,0,0,0,3541.5898,0,3119.0164,6075.371,0,0,5139.6865,6051.523,0,5067.1504,6068.9673,0,0,4008.9985,0,4836.1294,0,4925.5576,5239.1636,5371.3667,4407.302,4778.4062,0,3307.1382,4823.312,4595.474,4226.6587,5237.102,4517.703,5018.1206,0,5263.3984,5831.781
232.0462586,28.687346,feature_5605,12513.184,16825.574,18428.979,19543.023,21602.125,16018.424,23501.182,13828.764,21671.207,25241.195,18982.24,37840.96,22786.617,12101.794,23228.295,33145.113,13680.098,18872.777,14297.751,18296.582,20293.066,16929.19,26936.496,27994.195,27905.66,19030.791,26409.402,23802.195,17652.375,19682.703,19725.75,20347.69,22572.371,19489.195,14137.847,27423.537,12709.477,25746.602
576.8616235,28.717678,feature_5630,14477.513,0,0,16366.215,15062.59,15493.088,17973.959,8917.035,20705.766,16799.656,12033.157,23475.3,20152.283,13359.115,18899.246,21145.977,16759.404,17357.873,13552.13,3987.2932,15697.119,13887.368,17938.957,21739.338,17520.08,19611.982,21168.467,16284.262,0,19146.363,9358.038,19088.627,9488.241,19513.27,18740.662,18235.367,14699.8,20837.518
263.0340954,28.720932,feature_5635,39194.75,41440.266,39749.555,43075.24,43576.195,41125.86,53626.69,42501.71,53044.72,48332.453,42415.71,59032.168,47011.465,39270.51,46711.47,49483.336,40092.535,51009.977,42353.953,48386.934,48908.55,44495.31,42908.73,53336.207,51573.19,62616.742,53025.316,45382.47,41689.15,45979.61,59157.062,41089.89,44493.227,50826.66,51644.06,52307.48,39779.074,75359.586
440.8878333,28.724117,feature_5642,52233.61,58656.926,52881.12,61282.742,60685.848,55957.133,62487.01,52035.047,67129.37,71255.695,49424.777,88779.36,70199.64,53861.348,70539.74,96680.29,57174.27,62115.33,60660.367,55564.64,65666.73,60753.406,57828.71,77548.61,63517.453,81271.016,72259.17,71789.63,55016.01,66624.414,50835.1,63017.51,80265.89,63287.79,77797.984,78134.91,70093.8,76477.234
