m/z,rt,row ID,GRAPE-221775.mzML Peak area,GRAPE-221831.mzML Peak area,QC_001.mzML Peak area,QC_002.mzML Peak area,GRAPE-221800.mzML Peak area,GRAPE-221789.mzML Peak area,GRAPE-221870.mzML Peak area,GRAPE-221784.mzML Peak area,QC_004.mzML Peak area,QC_003.mzML Peak area,GRAPE-221776.mzML Peak area,GRAPE-221873.mzML Peak area,QC_005.mzML Peak area,GRAPE-221871.mzML Peak area,GRAPE-221872.mzML Peak area,GRAPE-221875.mzML Peak area,GRAPE-221834.mzML Peak area,GRAPE-221844.mzML Peak area,GRAPE-221833.mzML Peak area,GRAPE-221845.mzML Peak area,GRAPE-221837.mzML Peak area,GRAPE-221838.mzML Peak area,GRAPE-221848.mzML Peak area,GRAPE-221836.mzML Peak area,GRAPE-221856.mzML Peak area,GRAPE-221835.mzML Peak area,GRAPE-221849.mzML Peak area,GRAPE-221846.mzML Peak area,GRAPE-221857.mzML Peak area,GRAPE-221847.mzML Peak area,GRAPE-221832.mzML Peak area,GRAPE-221843.mzML Peak area,GRAPE-221868.mzML Peak area,GRAPE-221859.mzML Peak area,GRAPE-221850.mzML Peak area,GRAPE-221860.mzML Peak area,GRAPE-221858.mzML Peak area,GRAPE-221869.mzML Peak area
159.9780883,1.12669,feature_12,153070.47,133312.44,147879.44,141076.72,139844.1,124388.58,133528.64,200289.84,140607.45,135145.3,191306.77,136205.28,144231.72,163432.22,150295.62,183984.8,127019.26,135931.61,113249.6,114519.97,125047.95,159365.9,141745.7,140490.31,143854.31,154645.1,145908.12,130341.555,169379.69,134597.39,160278.31,149543.8,130692.43,132720.25,150406.72,129773.29,137390.73,178617.77
114.9870211,1.1295875,feature_26,35397.57,31474.37,37580.89,35930.54,32898.95,28788.957,35561.984,47026.184,38478.656,33904.633,50788.996,38705.133,41025.555,39924.688,41268.223,50773.11,34817.402,35119.54,28675.346,26124.395,30298.762,41335.945,36315.016,33636.773,39304.85,38742.484,39239.4,33759.254,40295.883,35184.668,38048.977,36933.652,32523.66,36155.44,41803.68,35934.652,32409.732,52024.246
273.9594652,1.1301533,feature_27,129481.83,101340.38,119538.62,123881.12,119829.11,112031.56,129198.65,235328.44,135733.92,129864.38,214096.95,121197.7,148481.7,160272.97,151934.88,226834.97,115353.32,124123.375,96762.836,87244.6,101726.734,165664.34,136003.89,118436.016,148009.23,162084.94,144552.94,114636.41,175851.86,127712.07,160943.17,142759.66,115307.125,126337.95,148191.8,121532.375,122176.89,210460.36
274.9558591,1.1301566,feature_28,137647.38,104318.45,118160.695,114502.58,115133.4,101785.51,127151.47,216252.03,131523.2,129066.62,204243.3,124836.44,143905.86,154910.39,153210.77,217206.78,112339.734,121908.98,90119.836,83488.875,97503.67,160305,135806.28,113291.63,140455.8,153060.5,145571.75,115159.97,165775.47,123865.07,143614.53,138391.39,116793.055,128017.97,141552.06,125799.27,114509.625,207078.23
502.9160865,1.130195,feature_29,0,7952.0625,9111.553,9551.438,10771.817,7796.047,10862.728,31044.559,10897.702,11414.04,23751.484,8874.517,13582.912,14412.615,13869.613,27598.05,10098.74,9989.316,5854.8135,5013.2007,6123.5283,16451.252,10027.87,7207.042,11913.829,15101.025,12227.174,9662.617,17175.756,10172.781,15162.056,12018.211,8933.555,9647.1455,11126.838,8689.3125,10072.256,24668.701
500.9180006,1.1302048,feature_31,18971.605,11941.578,16019.083,16247.109,17024.742,13481.737,16109.618,47533.355,19705.984,18841.494,36763.5,15925.229,19912.863,23556.523,21794.818,45537.836,15875.053,17566.27,11127.694,10984.147,11043.516,27753.74,17658.64,14256.19,20426.209,24951.043,19618.54,15789.389,25797.678,15041.652,25614.05,19847.027,14096.521,16297.805,18492.973,15057.9375,16120.713,40146.72
776.8081724,1.1303214,feature_33,0,2798.981,3595.363,0,0,3496.845,0,0,0,0,0,0,4479.6504,0,5452.102,0,0,0,0,3139.5334,0,3588.6128,6864.0195,4982.255,4050.1106,0,4946.841,3049.451,3164.351,0,3684.7168,3918.7424,0,4850.5835,0,4089.2534,3368.4302,0
272.9584106,1.1304399,feature_34,532389.6,436395.1,471117.56,449371.34,451653.47,417209.38,518155.78,813539.94,534105.44,502581.3,767564.06,482163.66,555708.2,623252.06,596581.4,843099.6,443559.28,482611.8,361597,355475.03,397545.25,634692.8,528097.9,494389.6,564056.56,594183.25,583694.3,465500.03,664353.4,502831.78,591736.5,565709.44,454316.44,503411.84,590986.3,486955.3,473467.9,816718.4
387.9393359,1.1304412,feature_35,33965.996,26154.727,31807.373,30267.082,33816.64,25447.209,32108.117,80121.21,35280.793,32689.83,59849.965,26605.648,39466.17,42787.97,38934.58,73934.58,27910.852,28798.201,20261.18,19163.47,21650.086,45632.99,34193.188,29631.385,33993.312,45212.527,40265.516,26922.643,48827.445,29564.871,45826.62,38861.168,27528.977,33584.816,36945.51,30762.02,29156.496,63137.934
403.9168646,1.1304398,feature_36,44836.082,36283.535,40132.133,40270.457,38149.39,37756.023,49192.203,46769.91,46038.145,45554.36,53181.684,41974.934,49393.16,52234.69,54391.297,60500.586,38484.51,43235.25,31318.338,34034.062,33298.3,48247.848,54297.332,49190.727,52204.668,49648.35,55238.203,40855.97,51383.637,51059.05,49570.754,46851.863,40525.87,50462.83,58405.23,49170.996,42482.543,61913.97
160.9747803,1.1304833,feature_37,181646.39,162255.5,172560.19,159843.53,160367.75,147304.78,161344.88,216613.66,165724.08,163117.89,225772.42,165144.66,171125.11,198722.61,177673.06,223904.5,154413.34,163190.55,139433.78,135816.06,152395.83,192295.34,171930.1,164770.14,175074.42,190909.52,176795.73,160443.69,204119.12,159973.78,186642.4,180383.17,155665.53,159120.33,182373.88,161934.81,159221.11,207813.1
276.9531688,1.1305258,feature_39,0,4697.348,5453.7617,0,5646.1465,4830.24,6020.4155,10484.263,6182.0796,6643.2886,10313.07,0,6646.6357,6894.4805,7164.8174,10609.394,5710.565,6218.012,4230.3623,3176.7756,4157.078,0,5708.419,0,6615.6533,7112.418,8046.908,5290.951,8580.785,4803.8564,7181.601,7647.177,5073.1387,4973.739,7257.47,5007.8154,5744.7217,10244.202
630.874812,1.130575,feature_40,0,6065.6133,6327.552,6214.0117,6225.6743,0,8423.815,14073.71,8339.048,8064.3604,0,7176.4966,9287.51,11500.789,9982.957,14403.283,7951.5454,0,0,0,0,11314.791,8708.005,5446.4385,8939.868,10570.309,9013.064,5271.433,10015.75,6777.991,9379.017,0,6388.0513,7231.5957,9755.042,6922.9326,7802.0703,15330.53
388.9356023,1.1307244,feature_41,33596.523,25018.178,28217.574,28027.87,30143.469,24849.941,31734.61,72255.055,35806.707,32958.16,56703.01,29042.709,33315.46,39764.145,37374.973,71168.875,27807.611,27205.596,18934.46,19262.883,22363.627,44074.875,31019.953,28446.26,35410.195,42603.33,38567.766,28446.61,45702.617,29556.133,41732.09,37812.2,27826.348,32652.355,35654.42,29884.092,27295.78,62146.707
386.9382645,1.1307247,feature_42,84156.54,66811.33,77972.77,74035.56,78834.27,64822.92,81188.984,191109.56,91959.77,95322.35,144281.94,81110.414,104849.016,103633.36,103296.32,190785.06,74939.19,83658.88,53939.51,52917.71,56034.508,125829.52,85162.7,78056.29,97329.62,114392.09,97191.53,77347.72,117968.195,78871.6,111529.11,98865.805,68217.484,85471.086,97382.305,79709.83,76568.555,167621.5
402.9156191,1.1307312,feature_43,172345.61,134678.88,150579.77,143427.9,130331.195,136560.89,190503.81,162813.62,169476.38,170874.62,200953.12,168983.08,194897.4,194111.72,206249.88,211982.1,136126.36,155086.3,123210.445,120080.15,139220.92,195518.8,213369.2,174128.38,195511.39,180179.58,202854.12,154810.84,182805.81,188227.7,179002.53,182026.98,143435,185213.06,212869.17,161440.34,167066.72,238679.58
292.9286652,1.1307472,feature_44,7002.547,4814.285,5733.413,5529.777,4754.8975,5526.3984,7306.548,5082.4126,6662.282,0,0,7092.289,6258.2417,7288.4355,7848.997,0,5603.9736,7311.812,0,0,5830.475,0,7298.798,0,6803.629,5930.826,8042.46,5897.2783,7570.547,6688.918,6287.019,0,0,7098.74,0,6569.629,6666.54,8494.32
517.8964789,1.1307294,feature_45,22335.207,15394.617,17284.223,18619.836,16939.201,17162.025,21047.91,27682.492,21037.436,19625.145,31180.078,19520.447,21983.785,25187.406,24490.586,29665.518,17779.496,19416.46,15132.667,13658.472,16295.728,25334.777,23766.635,19482.148,23434,23484.297,25866.072,16338.984,22186.055,20961.793,24351.998,22132.242,16921.832,21068.357,23540.43,18687.857,20584.666,31948.115
519.8943178,1.1307777,feature_46,5793.339,4419.984,4987.649,5502.334,4529.3184,3891.1086,0,8419.024,6717.052,6495.4434,9110.657,6623.9653,7392.7246,0,7709.9146,9495.999,5814.393,6107.578,0,3766.4282,5055.863,8175.4043,6521.258,5304.722,7641.627,7466.595,6415.713,5496.198,7983.0713,6855.1006,6702.8657,6052.3433,4763.0894,6410.0005,6963.2354,4775.831,6037.1934,0
116.9846301,1.1308352,feature_48,3613.1382,3341.7734,0,3489.7397,3680.6177,0,0,5321.5376,3714.537,4394.0283,5298.794,4340.694,4172.7476,0,4415.537,5576.797,3004.7837,3675.338,3421.818,0,3199.77,0,3605.1245,0,4193.5024,4064.1184,4546.241,0,0,3506.153,3812.2915,0,0,3965.8394,3609.084,0,2832.0815,5475.4565
389.9367392,1.1308469,feature_50,0,5612.068,7940.645,7365.2007,7966.3623,6742.0117,8606.707,16991.191,9603.727,9902.564,15564.385,7350.8057,10621.051,10503.643,10834.248,17370.793,7641.929,7706.527,5189.104,0,5510.1895,11871.564,8903.018,7374.9863,9776.937,12424.288,11141.971,7324.1924,11561.283,8588.384,11830.363,8730.848,8039.8594,10531.644,9834.297,8114.3374,9050.538,16483.746
405.9145299,1.1309117,feature_52,0,4504.7783,6050.008,6336.5005,4993.9673,4568.425,7463.18,6722.588,7473.8335,6719.105,8260.1,6164.159,6683.0215,7773.619,7673.248,8876.6875,5608.2935,5889.347,5458.3896,0,5435.754,7673.4873,7303.8228,5548.4434,7752.01,7296.329,8104.9443,4985.834,6250.547,7129.7036,6594.5156,0,5484.213,6972.0186,7793.914,6843.992,6523.9443,9239.781
308.9062147,1.130944,feature_54,3403.1365,0,0,2388.774,0,2477.6943,4013.276,0,2662.9468,2349.955,0,0,0,2727.8633,3614.0737,0,2251.3528,3378.2266,3317.0764,2476.7703,3179.5947,0,4811.4287,0,3437.1416,0,3508.5317,2727.5205,0,0,0,0,2799.526,3956.2666,4343.872,3858.4058,3695.1348,0
534.8706403,1.1311564,feature_56,10655.338,7771.935,9205.81,9586.396,7727.339,7965.417,13161.675,5896.7017,11332.937,11020.452,10081.045,11038.422,11796.662,11832.279,13237.287,9050.505,8470.159,10014.506,8985.961,8132.2754,8804.575,0,15192.843,10976.418,11490.771,10980.799,12716.212,7445.564,8025.018,12397.844,9528.051,0,9319.539,13603.545,14011.993,12653.609,10739.708,12783.539
406.9087359,1.1311959,feature_57,0,3250.3755,3373.127,3374.3987,0,3237.081,0,3338.9067,4314.189,4116.8965,0,4296.1245,4884.932,0,4764.6704,4511.943,0,0,0,2427.123,0,5023.7188,5157.5854,4548.474,5621.458,0,5203.367,3773.4482,4240.5415,0,4117.222,4309.1455,3924.0154,0,0,3509.5337,3678.181,0
275.9565787,1.13125,feature_58,14619.538,11329.184,14509.074,14007.901,12765.434,11172.1455,13206.827,24183.59,12349.061,13830.344,21338.92,13651.226,14701.161,15456.066,16318.793,23489.736,11964.096,12694.461,9563.642,9355.09,10470.932,16632.791,14548.368,12615.492,15292.965,16699.781,15814.402,11948.367,16649.1,13423.821,16538.352,15276.207,12363.668,13408.762,14823.121,13292.588,11793.128,21746.46
404.9128659,1.1313044,feature_60,41321.152,34273.28,34317.53,33333.242,32190.918,30632.969,45284.953,37762.88,42275.06,41357.965,47578.023,38927.53,43630.758,48552.715,49865.535,48165.73,30668.082,37915.566,30908.281,30780.898,30195.898,45259.402,52620.008,43427.86,45297.863,44466.227,47483.633,34816.78,43863.605,43293.83,45150.348,41216.47,34792.086,46158.883,50197.008,41304.746,37725.293,53258.17
532.8726966,1.1313003,feature_61,40592.98,29566.338,29648.334,27510.547,25473.936,29401.285,40569.37,21650.041,35600.125,33570.195,36146.227,32547.861,36745.04,42518.168,39842.137,30418.879,28191.736,32331.465,27350.676,25800.625,28524.809,32876.016,52561.812,44169.01,40081.094,34007.14,45155.72,30693.824,34828.766,42372.96,37246.848,35302.168,30282.547,44194.09,50340.38,38588.445,35229.582,40993.94
516.8952789,1.1313065,feature_62,47800.03,36714.926,39328.5,40522.21,38442.18,36870.188,44439.734,55864.633,46574.67,41958.703,64563.918,38028.91,49013.926,56111.43,51118.81,66651.56,36262.484,39767.457,31429.176,28939.518,31785.258,50988.023,51465.742,46593.2,46686.84,51230.35,54695.23,37408.57,55740.086,44555.15,55838.34,48662.07,38191.973,46693.727,53009.062,42168.305,42036.457,71399.26
158.9772198,1.1313475,feature_63,1334163.9,1181103,1272556.8,1209201.2,1219382.6,1114140,1212279.9,1682259,1240746.6,1201814.6,1672929.6,1238939.5,1311099.2,1415876.1,1376420.5,1662760.5,1148380,1207416.5,1011352.5,999023.44,1085852.9,1378174.9,1292264.4,1207328.4,1305961,1358514.9,1310551,1180213.4,1446704.8,1202583.2,1382595.9,1285920.9,1181325.6,1231746.6,1353037.5,1221377.5,1185777.5,1576461.9
501.9191804,1.1313741,feature_64,9906.3545,6278.7427,9544.713,10048.583,10440.499,6748.22,9655.519,29941.77,10439.922,11742.261,21390.504,8933.723,11739.695,12737.927,12432.467,24756.041,9642.226,10566.31,5929.7886,5357,6821.8076,0,10695.041,7782.6904,12393.38,14476.136,12642.679,8690.346,15078.803,10096.975,14424.734,11249.137,8274.568,9475.813,11229.823,8214.096,9298.248,23601.447
289.9370987,1.131588,feature_66,56747.504,49165.363,50995.285,49633.58,44143.094,50533.832,66641.016,41997.22,58244.207,55006.33,56019.57,59473.54,58689.918,62700.195,64738.133,56402.617,47423.758,56967.793,45383.207,45255.02,48675.594,57742.867,71757.88,63630.42,65842.49,57537.223,64883.152,50713.5,54037.312,64755.6,54882.906,52672.91,53604.95,64662.703,73272.125,60859.297,57447.47,64703.273
518.8932453,1.1315908,feature_69,23718.125,15837.336,18257.293,17831.691,15986.988,17140.9,21515.707,26583.275,20474.303,21597.627,32219.105,18940.123,21886.055,25676.844,21721.832,27537.547,16069.075,17616.855,14403.22,13066.209,14536.338,23732.516,23487.88,18035.85,23979.215,23695.078,23560.86,17764.418,25323.79,20953.285,24206.744,19909.09,15734.956,20161.553,22796.617,18239.441,19077.13,33266.164
288.9358603,1.1318738,feature_71,438040.88,367207.3,383758.5,379874.28,365494.38,374745.75,459709.66,334448.3,415938.9,407663,448889.72,427986.53,443556.53,457739.47,478533.44,407800.66,363061.53,409604.7,356851.34,351091.16,374706.94,425332.78,514993.6,485194.44,465031.97,429506.7,486033.88,399061.16,397512.28,474064.34,439367.56,438328.3,383440.47,468628.47,525255.9,434324.53,418969.5,484749.72
533.874008,1.1318693,feature_72,13155.382,9136.652,10854.437,10639.15,8712.545,9749.333,13914.147,6816.943,11707.641,12454.645,12702.786,11719.707,12623,13719.306,15020.389,9671.829,9400.814,11581.23,9665.464,8884.569,10804.498,11214.947,16606.078,14795.554,14523.344,10804.426,15181.146,10835.851,9680.555,13716.363,10562.797,10914.553,9502.467,14435.072,15457.143,12191.158,12606.691,14186.584
646.8521718,1.1318823,feature_73,9667.1875,6587.0586,7360.205,7754.9917,6702.6025,7256.033,10277.606,6228.8774,10433.609,9282.8125,10966.799,9190.624,11550.828,10843.904,11590.689,9623.701,7095.0835,8431.392,7365.733,6704.0938,8122.0303,9533.367,12951.918,9726.193,11915.392,8511.026,10807.387,6695.007,8334.844,10819.795,9539.789,9363.859,8743.555,11896.799,12434.093,9189.134,9714.648,13222.805
290.9331073,1.1319222,feature_74,50796.03,41496.098,42552.39,43195.48,40910.887,44755.105,56889.19,40097.18,50403.375,46690.383,51221.902,50420.35,53779.125,55004.33,57963.285,51567.516,40241.297,46882.594,39090.16,39829.66,43807.61,49006.254,63573.24,55539.414,54406.26,50547.703,56936.574,44666.79,45950.945,54743.336,49215.543,47299.44,45862.72,53887.617,62518.773,52539.094,51867.273,58203.62
648.8508081,1.1319097,feature_75,0,3576.5044,0,3662.9062,0,0,5924.008,0,0,4588.945,4452.1685,0,5059.5366,6613.4404,6213.2656,4807.2705,0,5530.8574,0,3781.2493,4010.2517,4878.997,7974.341,5218.421,0,0,5431.8467,3537.8184,4488.9463,0,5177.08,4575.2134,3902.8623,5372.7725,7005.7085,5423.9624,0,7060.1157
158.9704039,1.1323892,feature_88,7106.5317,6844.5977,0,5761.5923,3842.064,4309.301,6476.3354,6884.373,6780.6206,6386.817,8357.766,0,7702.314,8659.588,8594.075,8823.053,6533.227,5505.076,0,5771.2695,5895.681,7858.991,8225.953,8164.707,7670.3286,7696.355,7970.9473,7151.1094,8898.936,6888.979,7003.87,7374.533,0,5962.1934,7762.3223,7315.4316,6450.44,0
632.8733836,1.1323897,feature_90,0,4418.172,5379.299,5241.11,0,4512.674,6414.366,10450.875,6235.027,7218.401,0,0,6698.4727,0,7349.7803,11053.404,3950.8276,6127.3647,0,0,0,8927.59,6842.6157,5319.1865,7726.4263,0,7078.274,4447.975,7880.885,0,7620.656,5692.042,0,5844.967,8017.1846,0,0,11212.604
420.8901728,1.1324836,feature_92,8940.417,7168.4927,7225.51,6657.632,5542.285,6673.544,9293.364,0,7913.1255,8601.781,6617.212,9067.187,9000.84,9614.131,9529.774,0,6808.585,6942.438,7123.556,7135.126,8135.479,7389.599,12266.867,11032.444,8481.514,6717.0938,8419.945,7274.6245,5860.456,10169.326,6560.4004,0,6646.8086,9428.355,12114.134,9505.65,9004.419,8598.545
158.9841013,1.1328877,feature_99,0,7573.188,7179.6807,7046.427,6188.0117,0,7338.136,9977.621,6816.9976,7205.2524,9483.087,7217.271,6484.9434,8948.016,7950.137,10106.705,6623.7607,7856.116,5141.9062,6092.012,6837.5386,8492.21,6930.3013,6258.087,7562.3623,8217.465,0,7184.6157,8699.529,7419.608,7750.033,7650.1675,5947.2236,7019.6606,7483.5205,7498.663,6432.0063,8480.206
160.9811984,1.1335251,feature_107,0,9646.318,10056.683,10607.499,10366.968,8987.204,9835.183,14563.121,10212.389,9935.804,15296.928,11554.735,10953.088,13178.806,12698.443,15361.348,0,11005.483,8802.916,9005.783,0,11742.158,12504.236,10383.205,12163.721,12402.185,9902.521,9233.336,11576.135,10612.562,12135.96,10981.967,10626.285,11695.477,11479.603,12524.505,10328.729,13698.067
418.9541212,1.1603265,feature_151,0,2462.364,0,0,9218.771,8095.528,7504.2163,0,8129.376,8407.251,13576.575,12467.464,9195.271,0,7107.1924,12175.321,4659.1313,9829.817,7834.2695,0,0,11392.971,5433.164,0,6841.5293,0,10766.822,0,5597.7383,8265.03,7953.942,6345.05,10652.874,8050.796,9746.366,5225.832,0,10863.084
302.8381613,1.1848034,feature_240,92705.41,94262.34,97959.1,103812.76,94517.2,52947.637,103561.88,108311.945,119485.86,106469.96,101306.88,137088.69,112187.41,85823.23,101396.92,137231,91273.63,101593.95,87672.38,77061.18,73650.625,108904.336,109425.44,104351.875,100108.18,151800.31,109388.695,95102.68,100929.89,86274.58,131441.66,74875.06,129212.26,113141.35,115321.94,146685.64,86691.19,131131.06
180.9205067,1.1852945,feature_246,95837.664,89625.375,91885.58,0,82470.42,57852.773,85308,101373.88,106879.78,101053.74,104190.266,106767.55,93114.74,92551.18,85869.555,123938.99,77762.336,91867.53,69519.59,88776.42,64064.746,97631.89,100881.91,88394.88,82494.11,138162.86,92540.74,83264.08,101962.1,74724.234,116023.555,62727.85,100441.86,95202.91,96154.01,130229.945,78256.36,114030.9
202.0113396,1.2206639,feature_319,22632.883,18616.002,0,0,19403.62,0,17673.488,16223.364,22255.121,20149.004,0,26514.023,24559.412,19971.074,19788.252,24068.123,17258.848,26362.514,22522.352,20078.885,20505.52,38225.51,24344.236,23970.684,18811.445,15766.124,25406.2,21651.594,17277.973,0,17377.225,12729.516,24689.932,15730.99,0,0,15842.797,22451.68
194.954815,1.2229918,feature_337,3048.9521,0,0,0,0,0,0,3646.244,4002.256,0,0,0,4224.3423,0,4625.4595,4540.69,0,4558.3477,0,2811.1887,0,0,0,0,4134.4688,0,0,0,0,0,3264.785,3862.5422,4165.3657,0,0,0,3463.4895,0
229.0222737,1.2231885,feature_338,0,0,2608.7651,2504.8262,0,4755.734,4299.871,6748.2725,0,2668.788,3298.8882,3412.2656,0,0,0,0,0,0,0,0,3709.689,2808.5737,0,0,0,0,0,4365.8926,0,0,0,4694.8555,0,0,0,0,0,2642.9028
196.9497732,1.223985,feature_343,0,0,0,0,0,7457.418,8765.74,0,6727.4497,6178.875,0,8459.892,0,0,0,0,6333.9644,9719.128,0,5266.039,0,0,0,0,6527.423,0,0,0,0,7428.4697,6943.49,0,7132.0615,0,0,0,6353.258,0
260.0251182,1.2280918,feature_369,11305.053,10490.43,11706.065,10305.455,0,9398.543,16700.568,10878.043,13247.341,13266.985,0,16890.342,15364.363,0,16809.271,16782.562,12310.607,18503.586,14274.972,12106.629,14212.962,11542.147,14587.439,14590.739,11918.783,14344.463,15887.8,0,11017.731,15890.399,12521.295,12360.856,14731.119,13384.528,15425.9375,0,12122.161,15068.079
259.0219338,1.2287389,feature_374,247452.4,250151.89,237482.05,259842.48,227956.88,195450.69,328010,242013.75,290771.62,266676.2,263484.94,348929.47,331200.3,231991.8,348839.84,355456.12,262933.6,388025.88,313073.9,260773.55,277376.53,283557,291013.16,329286.16,285760.75,309964.44,338955.16,251623.2,217520.69,308544.8,290034.94,244307.08,324272.78,288428.2,321570.44,122328.02,272782,341232.66
132.02879,1.2307304,feature_375,80272.76,109607.34,83840.27,77827.56,58119.703,55443.082,93084.77,113782.93,86250.766,81585.62,118279.23,101577.06,94005.125,70653.9,75156.1,58222.23,68075.08,98590.58,52045.152,94656.93,102708.49,127733.484,153876.69,189675.53,63257.066,78441.28,90866.97,97346.55,37916.168,55046.492,48878.27,34470.004,88848.52,58105.31,81666.64,83502.96,57236.99,90270.98
229.0110277,1.2322606,feature_386,0,5703.4473,6182.59,6793.7954,5462.1,4000.4158,10761.905,4372.5435,7778.5557,6110.0684,7946.362,8963.933,8391.083,0,10041.545,8605.42,0,10547.697,7082.96,0,8086.6064,6797.284,7089.7188,8717.116,7770.5044,6601.5176,9599.94,5501.872,4948.4165,9009.453,7539.3877,6702.532,8496.203,7624.44,7904.661,0,7038.1846,8012.288
145.060379,1.243972,feature_413,154475.75,198407.84,147883.17,141340.78,105039.29,89621.48,163234.3,73388.05,164623.31,146510.19,194024.17,194452.11,176043.84,113472.2,149884.25,111660.2,109724.266,129032.54,126386.18,124542.445,158198.92,312703.78,254604.05,382430.72,201120.16,43700.137,196645.06,203034.48,108291.6,78951.086,125289.4,150317.3,192274.72,143514.42,179020.25,148703.2,99760.53,204579.42
191.018775,1.2469122,feature_420,22525.504,83886.27,92227.516,77509.69,35063.93,65140.363,70742.945,30035.105,88432.71,79759.18,107681.06,88218.195,91499.914,98577.83,77552.91,79291.07,69859.805,77253.05,64541.105,82177.31,70846.734,92158.15,97919.38,110907.58,74699.984,69927.44,89051.2,88674.94,72391.91,58010.156,71350.49,62748.926,92777.26,83538.734,89792.34,211655.97,61835.895,86896.9
355.0871077,1.2490425,feature_432,3837.574,0,3855.7014,2771.5757,2892.6467,3043.6052,0,0,2961.915,3326.9888,4812.5293,4347.37,3801.6626,0,3261.5955,0,0,0,2544.8594,0,0,0,7889.2036,5777.093,2544.8027,0,3519.6475,4348.6772,0,3690.285,2737.7505,0,5684.218,0,4660.946,10037.583,0,0
195.0500044,1.2691727,feature_460,1644919.6,1884695.4,2530459,2313219.8,2231752.2,876461.06,2132951.2,1184727.2,2396333,2310686.8,4962273.5,3478232.5,2493389,3268451.8,1920171.5,2357518,1808512.8,1651893.4,1274683.9,1700961.1,1659193.5,2604172.8,3601776.5,3327743,2903105.8,1799114.5,2778906.5,2020292.8,2874865.8,1836735.4,2082996.2,2956368.5,3315181.2,2166082.8,3446097.2,2860522.2,1885100.1,2708364.5
196.0533297,1.2694533,feature_461,81157.9,86564.164,113747.54,104484.195,99237.1,40832.94,110698.21,53368.86,116920.914,116604.56,257926.22,170816.27,118586.13,171420.17,99933.3,118289.09,81277.234,81475.016,56640.016,78311.63,0,129377.75,189208.5,167456.89,138621.88,90346.805,138243.06,103596.586,133146.14,89146.53,96266.41,135775.19,165354.75,104889.98,182067.64,150577.33,94839.234,133851.03
146.0443782,1.27143,feature_463,51904.395,71254.086,45703.188,43571.25,33935.844,17003.54,46362.83,116567.56,48728.914,44957.73,75688.88,54785.887,57123.12,46239.625,40418.29,39684.492,36411.03,53733.3,40949.37,35537.97,61560.023,62888.203,70758.53,93183.914,38508.03,42746.32,46660.086,57137.914,32216.67,32347.816,24582.34,27647.508,57214.133,37033.66,36183.8,19249.084,30794.19,65059.867
197.0540589,1.2735171,feature_464,13508.147,17715.582,19979.164,20332.209,21124.584,0,19503.135,0,17182.002,20959.574,43992.758,28240.797,21094.719,31588.826,13094.042,18777.662,0,12427.165,0,11309.88,13657.777,21740.535,31242.508,29059.533,27502.69,14487.862,24083.242,15630.911,0,16271.954,17904.613,25810.049,0,0,29368.129,27283.357,0,26569.271
375.1132613,1.287368,feature_479,63621.758,63717.04,85332.33,81694.67,78451.16,24796.28,75759.63,37706.133,73757.02,79369.91,209953.12,125472.56,88427.055,125823.195,54076.715,82751.5,54449.53,53839.89,37693.84,49791.934,48464.613,91288.32,114099.29,112855.87,88655.74,53436.76,95428.24,58225.266,108307.84,61447.312,75721.36,98734.22,113078.35,71394.12,113784.734,93731.03,62005.27,86753.86
135.0284612,1.3141057,feature_520,105733.52,165095.23,128329.58,130948.02,112855.96,20352.637,86406.44,137646.1,145585.64,131821.2,169912.22,110301.07,139889.11,176328.02,111363.945,135964.72,115992.555,135605.92,81352.39,70789.414,149218.52,97749.31,152098.8,133527.81,114911.33,213114.84,137591.19,117980.76,127779.59,106308.98,109765.91,158042.23,142048.22,157711.83,128008.1,359548.5,116636.54,147390.36
329.0717473,1.3245605,feature_550,30976.348,22763.47,26694.121,23634.389,26093.98,15080.867,0,19035.465,0,0,33440.24,22272.656,27137.557,28207.863,26322.115,31737.965,21836.402,20274.258,18761.146,17566.234,0,26183.156,24572.459,29425.125,25873.969,32004.16,26274.828,18420.203,0,0,26695.771,0,0,23760.238,26924.744,19413.41,0,30179.102
149.0557896,1.3340459,feature_559,25460.76,20192.467,30404.23,26103.834,23530.086,23134.059,29937.602,20909.412,25270.762,30693.453,26051.637,25362.07,26624.117,27501.652,0,35035.426,14848.861,19636.385,21000.709,22499.555,21464.664,23755.314,25149.17,30903.068,21570.568,0,20782.98,28439.213,21322.592,25319.59,30921.07,22237.977,18484.66,19262.37,24248.195,20310.41,18476.857,28672.94
151.0118869,1.3340775,feature_560,93289.91,77318.445,90092.266,83347.26,80149,83853.04,93195.17,69178.06,95261.3,95838.76,96319.11,84824.12,97344.75,79556.66,97277.98,114579.77,61210.953,74703.3,82896.75,71081.13,77655.51,99105.89,81512.164,110488.22,90153.62,88875.25,80339.36,93529.61,69911.85,86465.85,96043.65,67574.47,73438.125,73711.14,82996.91,91553.805,82454.52,118520.9
150.0110581,1.3340839,feature_561,384658.1,304847,398304.22,401724.3,351917.4,391921.56,438716.28,298921.44,424754.84,430574.75,417451,403177.03,450592.4,390462.44,437512.84,547920.6,272340.6,312497.56,348528.7,321085.56,360564.62,413252.88,359494.34,512188,431200.72,376797.9,338340.1,412412.2,323845.6,356260.94,433177,270686.9,367390.12,332893.03,416847.72,380579.25,352389.34,506467.7
